Id,OwnerId,FromId,Date,Text,CommentsCount,LikesCount,RepostsCount,ViewsCount
4558,-47539247,-47539247,11/11/2023 16:00:01,"[[club154631231|Всероссийская олимпиада студентов «Я — профессионал»] // Видеообращение преподавателей и студентов СПбГУ] 
 
До конца регистрации осталось всего 3 дня❗
Если вы все еще сомневаетесь, стоит ли принимать участие в олимпиаде, то мы готовы развеять все ваши сомнения!
 
Преподаватели и студенты СПбГУ записали видеообращение из разных уголков нашей страны, в котором приглашают всех студентов стать частью масштабного всероссийского проекта и получить не только билет в профессиональную жизнь, но и возможность реализовать себя 😍
 
Смотрим, вдохновляемся и регистрируемся до 14 ноября: https://yandex.ru/profi

#СПбГУ #SPbU #япрофессионал #РоссияСтранаВозможностей",0,16,13,1838
3291,5423322,5423322,11/11/2023 15:57:10,"Вебинар был многогранным, интересным, вопрос, который был раскрыт был следующий - в состоянии ли этики блага и жизни, на которые опираются современная философия и психоанализ, помочь нам выстоять в современном мире, сберечь человечность в нечеловеческих турбулентностях, сохранить здравый смысл и ясность мышления в условиях тотальной фальсификации смыслов, ценностей, понятий.

Ведущая Савченкова Нина Михайловна — кандидат философских наук (1993), доцент (с 2003). Доцент кафедры онтологии и теории познания Философского факультета СПбГУ (с 2001). Заведующая кафедрой философии и психоаналитической критики Восточно-Европейского института психоанализа (с 1999).
Нина Михайловна преподнесла все познавательно, дала зарядку любому психоаналитическому уму и философскому чувствованию.",0,7,0,225
14755,-33183020,-33183020,11/11/2023 15:55:18,"СПБГУ ЗАЯВИЛ О ПРИЕМЕ НА НОВЫЕ НАПРАВЛЕНИЯ ПОДГОТОВКИ И СПЕЦИАЛЬНОСТИ В 2024 ГОДУ

Санкт-Петербургский государственный университет разместил на своем сайте информацию о приеме в 2024 году на программы бакалавриата и специалитета - https://abiturient.spbu.ru/medialibrary/ru/2024/bac/bak_spec_prog_VI_2024.pdf В списке есть и новые образовательные программы:
1)33.05.01 Фармация. Вступительные испытания и минимальные баллы для поступления на бюджет (Б) и по договору (Д):
Б: р- (65), х - (67), б.- (65); Д : р- (36), х - (36), б.- (36)

2)41.03.02 Регионоведение России (Программа: Россиеведение)
Вступительные испытания и минимальные баллы для поступления на бюджет (Б) и по договору (Д):
Б: р.-(65), ист.-(65), общ.- (65); Д -. р.-(36), ист.-(32), общ.- (42);

3)45.05.01 Перевод и переводоведение (программа: Перевод и переводоведение (английский язык и языки Северной Европы))
Вступительные испытания и минимальные баллы для поступления на бюджет (Б) и по договору (Д):
Б: р.-(65), лит. -(65), англ.яз.-(70); Д - р.-(36), лит. -(32), англ.яз.-(22); 

4)48.03.01 Теология (Программы: - Христианская теология ; - Иудейская теология)
Вступительные испытания и минимальные баллы для поступления на бюджет (Б) и по договору (Д):
Б: р.- (65), ист.- (65), общ.- (65)/ин.яз –(65).(английский, испанский,китайский, немецкий, французский);Д - р.- (36), ист.- (32), общ.- (42)/ин.яз –(22).(английский, испанский,китайский, немецкий, французский);

5)54.05.03 Графика (специализация: - Художник мультипликационного фильма)
Вступительные испытания и минимальные баллы для поступления на бюджет (Б) и по договору (Д):
Б: р.-(45), лит.-(40), тв.-(50), тв.-(50), тв.- (50). Д - р.-(36), лит.-(32), тв.-(50), тв.-(50), тв.- (50). (Творческие испытания (тв.) - живопись, рисунок, композиция).
Подробности:
тел.: +7 (812) 363-66-36 -информационный центр приемной комиссии
https://spbu.ru/",1,29,50,7581
39295,-174132975,-174132975,11/11/2023 15:49:58,"В СПБГУ состоялась торжественная церемония по случаю вручения ордена Дружбы Вьетнама, предоставленного вузу. Об этом рассказали в пресс-службе учреждения. Санкт-Петербургскому государственному университету (СПбГУ) присвоили орден Дружбы Вьетнама. По этому случаю состоялась торжественная церемония. Информацией об этом поделились в пресс-службе вуза. Ректор Университета член‑корреспондент РАН Николай Кропачев озвучил, что на данный момент очень важно поддерживать и […]",0,0,0,5
3305,-205220394,-205220394,11/11/2023 15:37:25,"🏃‍♂ 11 ноября 2023 года состоялось открытие ХIII Международной спартакиады студентов транспортных вузов в РУТ (МИИТ), на котором присутствовал директор Административного департамента Минтранса России К.А. Пашков, и.о. начальника Управления государственной службы и кадров Росавиации С.В. Нелюбин и председатель Молодежного совета Росавиации В.А. Салова.

В Спартакиаде участвуют студенты подведомственных Росавиации МГТУ ГА, СПбГУ ГА им. А.А. Новикова, УИ ГА им. Б.П. Бугаева. 

🏆 Желаем удачи нашим студентам, достижений и побед!",0,29,1,3338
16951,-95431899,-95431899,11/11/2023 15:30:06,"Нужен детский ортопед ❓

🔥 Отличная новость для жителей Бузулука и всей Оренбургской области.
12-13 НОЯБРЯ в «Клинике Синицкой» будет вести приём
✅ ВЕДУЩИЙ ДЕТСКИЙ ОРТОПЕД-ТРАВМАТОЛОГ из Клиники высоких медицинских технологий
им. Н.И.Пирогова СПбГУ г. Санкт-Петербург-
👨🏻‍⚕️ Иванов Станислав Вячеславович
✅ Кандидат медицинских наук
✅ Стаж 19 лет
✅ Ведущий специалист страны в области Spina Bifida.
⠀
✔️ Станислав Вячеславович занимается лечением и диагностикой заболеваний:
🔺 дисплазия тазобедренных суставов
🔺 косолапость
🔺 кривошея
🔺 плоскостопие,
🔺 неправильная осанка
🔺 артрозы
🔺 бурситы
🔺 остеохондроз
🔺 остеоз деформирующий
🔺 искривление стоп
🔺 вывихи суставов
🔺 переломы костей
🔺 ДЦП
🔺 пороки развития позвоночника
🔺 спинномозговые грыжи.
⠀
➡️ Прием пройдёт 14-15 октября по адресу:
🏥 г. Бузулук ул. Ленина 55
⠀
➡️ Запись по телефону:
☎️ +7 (35342) 35-800
☎️ +7 (35342) 35-700

* количество мест ограничено

ЗАПИСАТЬСЯ ОНЛАЙН ⬇️
https://sinitskayaclinic.ru",16,9,3,1718
24686,-152313614,-152313614,11/11/2023 15:24:07,"Гербарий СПбГУ пополнился новым гербарным образцом: нимфейник щитковидный (Nymphoides peltata (S.G.Gmel.) Kuntze) - это новый вид для флоры Ленинградской области.
 
Известно, что смотреть и видеть – это не только разные слова, но и разные действия. Приятная летняя прогулка в Выборгском районе по берегу Нахимовского озера привела к обнаружению нового вида для флоры Ленинградской области.
 
Знакомьтесь: нимфейник щитковидный (Nymphoides peltata (S.G.Gmel.) Kuntze) из семейства Вахтовые, родственник вахты трехраздельной. Всего в роде начитывается около 50 видов, распространенных главным образом в тропических и субтропических областях обоих полушарий, в умеренной зоне – 1 вид. У нас – редкий чужеродный вид образует обширные заросли на Нахимовском озере. Заросли растения ранее были известны и на некоторых водоемах в черте города.
 
В южной и юго-западной России вид считается аборигенным (родным). В Архангельскую область вид проник в 1880-е годы, когда был построен Северный Екатерининский канал, ранее судоходный, ныне заброшенный в Республике Коми и Пермском крае, соединяет реки Джурич (приток Южной Кельтмы, бассейн Камы) и Северную Кельтму (приток Вычегды, бассейн Северной Двины). Он являлся неотъемлемой частью Северо-Екатерининского водного пути (назван в честь Екатерины II). Водный путь задумывался как эффективный способ доставки сибирских товаров в Архангельский порт. Он строился 36 лет с перерывами (1785–1822 гг.).
 
В последнее время из-за потепления климата и смещения времен года к их окончанию этот вид стал вести себя более агрессивно. Как попал этот вид к нам неизвестно, можно только строить догадки.
 
Таким образом, наш Гербарий пополнился новым гербарным образцом. 
В «Ботаническом журнале» в № 9 выйдет статья, посвященная это событию. 
 
Автор публикации Валентина Бубырева, главный специалист по учету и хранению коллекций УЭК СПбГУ",0,7,0,661
420073,-59518047,-59518047,11/11/2023 15:18:00,"Грядет великая битва. Когда-то здесь были сольные разборки ПМПУ и Матмеха.
Настало время расширить охват аудитории и узнать, какой факультет СПбГУ является лучшим в Петергофе?

Анонимно",91,36,56,6444
13085,-197388486,-197388486,11/11/2023 15:16:50,"Дворец графов Бобринских. Галерная ул.,58-60.

Годы  постройки: 1790-е.  Архитектор - Луиджи  Руска.

Алексей Григорьевич Бобринский – внебрачный сын Екатерины II, получил  в собственность  дворец в 1797 году. Вплоть до революции здесь жило четыре поколения этого дворянского рода.

С 1921 по 1927 годы во дворце находился Историко-бытовой отдел Русского музея, в дальнейшем помещения занимал географический музей, а с 1940-х годов здание было передано Ленинградскому университету. 

Сейчас здесь расположен Факультет свободных искусств и наук СПбГУ.",1,28,6,883
90,-220943476,-220943476,11/11/2023 15:12:45,"Товарищеский матч (11x11) 
📅 11 ноября 2023 года, г. Пушкин, городской стадион ""Царское Село"".

[club220943476|ФК ""Триумф""] - [club108932908|Санкт-Петербургский государственный университет (СПбГУ]) 2:5 (0:3) 
 
⚽ Голы: Владимир Иванов, 2' - 0:1; Эдуард Шарипов, 9' - 0:2; Марк Герасимов, 15' - 0:3; Егор Воронин (Вадим Щербаков, ФК «Триумф»), 36' - 0:4; Никита Антипов, 57' - 1:4; Андрей Звагольский (Фёдор Головин), 60' - 1:5; Шахзод Очилов, 65' - 2:5.
⚠ Предупреждение: Артём Голованенко, 21'' (ФК ""Триумф"").",4,13,5,1198
583,-216307190,-216307190,11/11/2023 15:11:00,"🗻В поисках Шамбалы 
 
На лекции вы почувствуете себя искателем приключений начала XX века. Подобно Картеру и Шлиману, вы погрузитесь в мир экспедиций и вместе с лектором откроете удивительные курганы скифских царей – гигантские сферические погребения прошлых эпох, доверху заполненные золотом. Погрузитесь в мировоззрение кочевых племен раннего железного века, рассмотрите диковинные и самобытные сюжеты скифо-сибирского звериного стиля. Узнаете о жизни и смерти великих вождей, что на конях в лихой битве смотрели с улыбкой в лицо коварной судьбе. 
 
⛺ Кроме этого, лектор откроет для вас завесы жизни археологов. [id37229105|Настя], наш Индиана Джонс в юбке, возьмет вас за руку и проведёт по скрытой от всех жизни романтиков полей. Настя закончила истфак СПбГУ, имеет большое количество публикаций за плечами и 5 полевых сезонов. С ней вы поймете, какие люди выбирают путь археологов и почему, послушаете археологические байки, узнаете про плюсы и минусы такой жизни. 
 
 До встречи в нашем полевом баре за кружкой доброго пенного! 🍺",1,32,5,1229
7935,-19812528,-19812528,11/11/2023 15:00:05,"#приглашенные_лекторы

📣В понедельник, 13.10.23, в 18:30 встречаемся с новым лектором: Бакулина Ольга Юрьевна, к.х.н., доцент, сотрудник Кафедры медицинской химии ИХ СПбГУ;
Выпуск ХимЦентра 2009/ АГ СПБГУ

🥼Тема лекции: Особые экспериментальные техники в органическом синтезе

🧪Будем обсуждать насколько разнообразным, интересным и междисциплинарным стал современный органический синтез с точки зрения используемых экспериментальных техник и оборудования. 

💡Будут рассмотрены примеры оборудования для фото- и электрохимии, проточного синтеза, автоматизации постановки и выделения реакций, миниатюризации синтеза; микроволнового, ультразвукового, механохимического и биокаталитического синтеза, а также схемы конкретных реакций, в которых это используется.

🔗 Ссылка будет в рабочей группе ХЦ

❗ Ждём 11 и 10 класс, вам это знать надо чтобы понимать, как устроены актуальные направления в химии!
9 класс по желанию и возможности.

Ждём всех!",0,14,4,1781
6327,-57201544,-57201544,11/11/2023 15:00:04,"♟В Санкт-Петербурге завершился чемпионат среди образовательных организации высшего образования по классическим шахматам, в котором приняла участие наша сборная команда.

🏅Результаты первого тура (2.11):

СПбГУ — ИТМО 2,5-3,5

🏅Результаты второго тура (3.11):

СПбГУ — СПбПУ 2,5-3,5

🏅Результаты третьего тура (6.11):

СПбГУ — ЛЭТИ 4-2

🏅Результаты четвёртого тура (7.11):

СПбГУ — Лесгафта 1,5-4,5

🏅Результаты пятого тура (8.11):

СПбГУ — СПбПУ 4,5-1,5

🏅Результаты шестого тура (9.11):

СПбГУ — Горный 4,5-1,5

🏅Результаты седьмого тура (10.11):

СПбГУ — НИУ ВШЭ 2,5-3,5

Состав команды:

Тренер: Артем Зубрицкий
 
Члены сборной команды:
Владимир Шкуратов
Данил Сморчков
Лев Резвый
Михаил Павлов 
Ростислав Келлер
Леонид Горбунов 
Адам Куижев
Даниил Субатович
Азат Габдрахманов
Дарья Юрасова
Ольга Макарова
Маргарита Грунина 

🏆По итогам турнира сборная команда СПбГУ заняла 5 место!

✨В этом турнире сборная команда сыграла с достойными оппонентами и показала хороший результат! Мы поздравляем ребят, проделавших большую работу, и желаем удачи в будущих турнирах!

Подробнее результаты можно посмотреть по ссылке: https://chess-results.com/tnr842032.aspx?lan=11&art=0

#Орланы10 #БалтийскиеОрланы #ШахматыСПбГУ #ШахматыГородскойЧемпионат 
#ТурнирПоКлассическимШахматам #АССК",0,37,3,2394
3197,-184045697,-184045697,11/11/2023 15:00:04,"Вчера закончился чемпионат ВУЗов, в котором наша сборная принимала участие на протяжении 11 дней 🤯

В результате долгой и упорной борьбы, призовые места распределились следующим образом

Быстрые шахматы:
🥇 Лесгафт
🥈 СПБГУ
🥉 ИТМО

Классические шахматы:
🥇 Лесгафт
🥈 Военмех
🥉 ИТМО

Поздравим наших ребят с достойным выступлением! 🎉

Итоговое положение 👉 vk.cc/csiD7G
________________________________ 
#kb_chess #kronbars #kb_chessNEWS",1,44,6,3772
170,-179564200,-179564200,11/11/2023 15:00:02,"Дорогие участники конференции!
 
Продолжая рубрику #sno_conference_секции_и_модераторы, мы расскажем о секции «Технологический суверенитет РФ: практики эффективного взаимодействия власти, бизнеса и науки», реализуемой при поддержке [club32730|СМП РАПН в Санкт-Петербурге] 📈

Данная секция включает обсуждение тенденций в области отношений государства, бизнеса и науки, новых возможностей для развития государственных проектов в инновационной сфере, а также разнообразия организационных форм сотрудничества.
 
🗣 В качестве модератора секции выступит Игнатьева Ольга Анатольевна — доцент кафедры политического управления факультета политологии СПбГУ, кандидат социологических наук.
 
Напоминаем, что уже завтра (12 ноября, 23:59) закончится дедлайн подачи заявок на конференцию. Ждём вас! ✨",0,19,2,612
88498,-41978451,-41978451,11/11/2023 15:00:01,"📽 Прямые трансляции матчей Премьер-Лиги СФЛ СПб. Сезон 2023/2024 гг. 
 
📅 12 ноября 2023 г. 
 
17:00 Кронверкские Барсы (ИТМО) - Балтийские Орланы (СПбГУ)
📺 - https://youtu.be/tG62MEBnGVM
 
18:00 FC Maccabi (СПбУТУиЭ) - Вежливые Люди (ВМедА)
📺 - https://youtu.be/tGPlAGAP7FM

19:00 Union (СПбПУ) - Волна (ЛЭТИ)
📺 - https://youtu.be/QoxKQKX8N84

#sflspb #ПремьерЛига@sflspb",0,0,1,1237
16474,80253750,80253750,11/11/2023 14:58:51,"А теперь - закулисье нашей китайской жизни. Для тех, кто ищет вдохновение и мотивацию ✨
 
1️⃣ Моя ученица поступила на стажировку в Китай, город Пекин! Грядущий весенний семестр Настя уже будет встречать в Китае 🇨🇳 В этом году был план-максимум: в мае мы сдали HSK4, в прошлом месяце - экзамен по устному китайскому, а ещё Настя поступила на бюджет в магистратуру СПБГУ! Как вам такое? 
 
2️⃣ Вторую звезду моего портфолио на следующей неделе ждёт экзамен по устному китайскому. Как за хлебом сходить. Потому что с августа она работает на китайскую фирму и китайскую 老板娘 👩‍💼
 
3️⃣ Мои школьники готовятся к региональной олимпиаде по китайскому. Всё стабильно. Жду победителей 🏆
 
4️⃣ Одна из учениц, чье имя - если я назову - точно произведет фурор - проходит со мной стажировку и уже берет своих первых учеников по китайскому языку! 
 
5️⃣ И вишенка: моя ученица с курса ба-цзы стала экспертом московского комьюнити астрологов. 
 
Работаем!",0,28,1,416
2436,584720836,584720836,11/11/2023 14:07:06,"Петербургскому активисту пытались силой вручить повестку в военкомат

19-летний Дмитрий Кузьмин, которого дважды отчисляли из вузов Петербурга за антивоенную позицию, рассказал о незаконном задержании и вручении повестки силой. По словам петербуржца, двое сотрудников Центра «Э» в гражданском схватили его вечером у парадной и увезли в отдел полиции.

Там юноше дважды вручали повестки в военкомат, снимая это на камеру, но оба раза он рвал их. При задержании у Кузьмина забрали смартфон, а вернули уже нерабочий с трещиной на экране. Петербуржец говорит, что к нему применяли силу. Выйдя из отделения около полуночи, он зафиксировал гематомы в травмпункте.

Напомним, Кузьмин каждую неделю выходит на пикеты, несмотря на постоянные задержания. В этом году студента-историка поочерёдно отчислили из СПбГУ и Педагогического университета им. Герцена из-за его активной гражданской позиции.",0,0,0,6
3992,-1203531,-1203531,11/11/2023 14:00:41,"Дорогие друзья!

🌎 Факультет международных отношений СПбГУ приглашает вас на Зимнюю конференцию СНО «Вопросы колониализма в международных отношениях». 

По итогам конференции планируется публикация сборника с индексацией в РИНЦ. 📢 

🗓 Дата проведения: 30 ноября - 2 декабря 2023 года 
📍 Место проведения: Факультет Международных Отношений СПбГУ, ул. Смольного, 1/3, 8 подъезд 
👤 Формат: гибридный

Более подробную информацию вы найдете по ссылке: https://vk.com/winterconf

Искренне Ваше,
Студенческое Сообщество.",0,14,5,1445
1204,-158447384,-158447384,11/11/2023 13:39:34,"🕰️ История праздника

✏️День экономиста объявлен 11 ноября по инициативе Вольного экономического общества России. Дата выбрана не случайно. В этот день в 1765 году российская императрица Екатерина II выпустила манифест о создании ВЭО с целью стимулирования экономического развития страны и обучения специалистов в сфере экономики, торговли и промышленности. Эта инициатива привела к формированию одного из первых экономических образовательных и исследовательских центров в России.

📊Вольное экономическое общество стало площадкой для обсуждения экономических и социальных вопросов, обмена идеями, а также исследований в области экономики. Оно сыграло ключевую роль в формировании экономической мысли в России XVIII–XIX веков.

В настоящее время эта организация продолжает оставаться важным форумом для экономических дискуссий, образования и содействия развитию предпринимательства в России.

Источник: https ://econ.spbu.ru/ru/news-events/news/den-ekonomista-2021-istoriya-i-tradicii-prazdnika",0,6,0,130
188,-222104587,-222104587,11/11/2023 13:33:23,"Против Европейского университета в Петербурге составили два протокола

В Санкт-Петербурге Дзержинский суд рассматривает два административных дела против Европейского университета. Обвинение связано с сотрудничеством учебного заведения с иностранными или международными неправительственными организациями, которые признаны нежелательными. В университете утверждают, что протоколы были составлены после проверки прокуратуры, которая прошла в мае. Однако, учебное заведение утверждает, что работы были опубликованы до принятия закона, запрещающего такое сотрудничество. Книги, изданные университетом, были переданы в библиотеку задолго до принятия закона и никому не выдавались. Ранее Европейский университет был включен в рейтинг лучших вузов мира, также в этом рейтинге оказались МГУ, СПбГУ, НИУ ВШЭ, РУДН и Политех СпБ.",0,0,0,5
547,628191169,628191169,11/11/2023 13:32:26,Во внутреннем дворике Филологического факультета СПБГУ 9 ноября 2023 г. (С Праздником?!),5,3,0,47
3044,-212289586,-212289586,11/11/2023 13:30:01,"📊 Заглядываем в турнирную табличку!

🏃🏼‍♀️ СПбГУ продолжают погоню за «Малоохтинским колледжем», а без набранных очков остаются всего две команды!

#ТурнирнаяТаблица@ffspbwomen #ФФСПб #ФедерацияФутболаСанктПетербурга #ПетербургскийФутбол #ЖенскийФутболСпб #СтуденческийЧемпионат",0,29,0,1671
283,607692690,607692690,11/11/2023 13:25:29,"Догонит ли Москва С-Пб ??? 

Докладываю:
- на самокатах в Северной столице уже есть номера. Скептики скажут - подделать их или залепить грязью - минутное дело. Да, но в СП-б пытаются навести порядок, москвичи пока прикидывают/считают в уме. 
- столовых, бистро, кафешек и т.п.заведений общепита примерно по одной штуке на туриста. Как они выживают непонятно, вернее, понятно из чего они готовят еду и ни одного сотрудника - гражданина РФ в этих точках не было замечено мной (возможно ""белые люди"" просто выходные в субботу). 
- заглянул в Альма Матер факультет психологии ЛГУ/СПбГУ. Стоит родной, правда теперь вход не с уютного внутреннего двора с Тифлисской улицы, а с продуваемой всеми ветрами набережной.
- Законодательное Собрание С-Пб тоже стоит, никуда его не перенесли/перевели. В памятном 2004 году на довыборах по четвёртому округу, мы избрали Терентия Мещерякова в сложной конкурентной борьбе (проиграли несколько голосов кандидату #противвсех). Но благодаря дурости одной председателя УИКа (она самовольно изгнала ЧРГ без коллегиального решения всей комиссии) результаты голосования на этом УИКе  были отменены, что дало на +4 голоса, Терентий Владимирович в 29 лет стал депутатом, потом переизбирался, был главой большого спального района (по московским меркам считай префектом АО). Потом возглавил Кронштадт. 
- сегодня выступаю на Санкт-Петербургском форуме специалистов электоральных профессий с докладом. Отпишусь о нём подробнее завтра утром. Разумеется, для вас, фото, видео, обязательно выложу. 

- сорри, субъективно, без анализа воды, но чисто визуально - Нева сил но чище, чем  Москва-река. 

#питер #счастье #форум #СПбГУ #психология #Нева",0,5,0,110
262556,-89453785,-89453785,11/11/2023 13:15:14,"В Петербурге СПбГУ получил орден Дружбы Вьетнама

/ Текст: МК в Санкт-Петербурге / В Петербурге прошло торжественное награждение орденом Дружбы Социалистической Республики Вьетнам, который получил СПбГУ, об этом сообщили в пресс-службе университета.

Его вручили Институту Хо Ши Мина. Он был учрежден на базе СПбГУ еще в мае 2010 года. Отметим, что орден считается наивысшей наградой Вьетнама для иностранных организаций и граждан.

""Мы гордимся этим и сделаем все, чтобы в мире появились и другие подобные центры, такие предложения уже высказывались нашими вузами-партнерами"", – поделился ректор учебного заведения Николай Кропачев.

Ранее в Петербурге побывали на недельной стажировке в СПбГУ преподаватели из ЯНАО. Подробнее об этом в нашем материале.

Фото: Институт Хо Ши Мина был открыт еще в 2010 году. пресс-служба СПбГУ

https://spb.mk.ru/social/2023/11/11/v-peterburge-spbgu-poluchil-orden-druzhby-vetnama.html",0,1,0,3151
60220,-140039075,-140039075,11/11/2023 13:04:16,"В субботу 16 декабря Приглашаем принять участие в экскурсии в Гербарий и Ботанический сад СПБГУ. 
 
Этот музей закрыт для индивидуального свободного посещения, в него можно попасть только в составе организованной группы. 
 
Гербарий Санкт-Петербургского государственного университета является одним из старейших на территории России по объектам хранения и входит во все каталоги и сводки гербариев мира (акроним LECB). Свое основание Гербарий ведет от момента приглашения для работы в Университет для чтения ботанических курсов Г. П. Бонгарда в 1823 году. 
 
Сейчас Гербарий является уникальным собранием, как в историческом, так и в научном плане по географическому и систематическому охвату коллекционных фондов, имеющимся типовым гербарным образцам и библиотеки. Его фонды содержат не менее 800 000 гербарных листов высших растений. Часть из них смонтирована и разложена в фонды (около 300 000 листов), другая часть, более значительная, хранится пока еще в неразобранном состоянии в виде отдельных коллекций. Последних насчитывается около 400. Отдельно хранится гербарий низших растений (водоросли, лишайники и грибы). 
 
История Ботанического сада Санкт-Петербургского университета началась в начале 1840-х годах, когда известный садовый мастер П. Бук перед зданием Двенадцати коллегий высадил первые деревья. Дальнейшее развитие Университетского Ботанического сада на его современном месте связано с именем выдающегося ученого-ботаника А. Н. Бекетова, благодаря которому безвозмездно университету была передана земля, на которой впоследствии были возведены строения (здание ботанической аудитории, оранжерея и др.), и с этого момента начали собирать коллекции растений Ботанического сада. 
 
Ботанический сад включает в себя три оранжереи и территорию открытого грунта, общей площадью около 1,75 га. 
 
С лета 2018 года в Саду начались комплексные научно-исследовательские, изыскательские и иные работы по возрождению Ботанического сада. На сегодняшний день, кроме материалов научно-исследовательских и изыскательских работ, мы имеем проектную документацию по семенной оранжерее, к реализации которой планируем приступить в ближайшее время, и Эскизный проект (Концепцию) территории Сада, в котором рекомендованы направления развития будущих ботанических коллекций и экспозиций открытого грунта. Ботанический сад, прежде всего — научная коллекция растений. Все функции Сада — существующие или вновь возникающие, должны учитывать эту его коренную особенность. Два базовых типа размещения и экспонирования растений — систематический и композиционный — могут быть применены в разных частях с соответствующими планировками. 
 
https://kraevedspb.ru/tour/interernaya-ekskursiya-v-gerbarij-i-botanicheskij-sad-spbgu/?d=23-11-18&t=11:00",0,1,0,127
29515,-162159709,-162159709,11/11/2023 13:00:16,"Приглашаем на ежегодный ""Форум китаистов"", который пройдет с 24 по 26 ноября онлайн и офлайн!

🔸На Форуме выступит:

Алексеенко Александр Петрович

🔸О спикере:

Председатель Научной комиссии в области юриспруденции, научный руководитель Образовательной программы «Юриспруденция» с углубленным изучением языка и права КНР», к.ю.н., доцент кафедры коммерческого права СПбГУ

🔸Тема выступления:

Преподавание и изучение права КНР в Санкт-Петербургском государственном университете

🔸О теме:

В докладе освещается вклад юридического факультета Санкт-Петербургского государственного университета в изучение права Китая и организацию подготовки юристов со знанием китайского языка и права КНР. Также дается обзор того, как осуществляется реализация образовательной программы Юриспруденция «с углубленным изучением китайского языка и права КНР».
Рассматриваются перспективы учебной и научной работы, в сфере права КНР.

🔸Когда?

25 ноября (ноября)

Ссылка в Телеграм: [id53479174|@alekseenko_a]

Ссылка на регистрацию: https://russinology.ru/sinoforum",3,98,29,7142
6325,-57201544,-57201544,11/11/2023 13:00:05,"Победили в важном матче 🔥

В пятницу, 11 ноября, женская футбольная команда СПБГУ встретилась с командой СПБГУТ в рамках студенческого турнира по мини-футболу. Первый тайм оказался напряженным – девчонки шли на равных со счетом 0:0. Однако во втором тайме наша команда собрала все свои силы в кулак и вывела счет в свою пользу. Как итог, победа за нами – 3:0 😎

Огненная игра принесла кучу эмоций всем: и игрокам, и тренеру, и болельщикам. Хотим поздравить девчонок и тренера с победой. Конечно, желаем двигаться в том же направлении! 💞

А следующая игра состоится уже завтра. Девочки снова выйдут на поле в рамках Чемпионата Санкт-Петербурга по мини-футболу против команды «СШОР Лидер» 🤩

📅 12.11
⏰ 14:50
📍Обуховской обороны пр-т., 130

#Орланы10 #БалтийскиеОрланы #АССК #Футбол #SmartВода #ВодаСУтра",0,42,0,2288
